Projeto|Identificador|Responsavel p/ Metadados|Data de preenchimento|MI|Índice de nomenclatura|Nome|Data de conclusão|Tipo da data de conclusão|Edição|Data da Edição|Tipo de recurso|Resumo|Propósito|Créditos|Escala|westBoundLongitude|southBoundLatitude|eastBoundLongitude|northBoundLatitude|Ponto de contato|EPSG|Datum Vertical|Catálogo de feições (Versão ET-EDGV)|PDF Carregado
|6c98b7f4-69c6-11e0-9e8a-00270e07db9f|CARLOS ALBERTO PIRES DE CASTRO FILHO / ;|27/04/2011|2101|SD-20-Z-B-VI|RICARDO FRANCO - SD-20-Z-B-VI - 100.000|01/01/2011|publicacao|||SCN Carta Topografica Vetorial|"Conjunto de dados geoespaciais vetoriais na escala 1:100.000 elaborado a partir da base cartográfica analógica existente. A estrutura de dados utilizada foi a prevista na ET-EDGV v2.02 e geometrias adquiridas segundo a ET-ADGV v1.0.
- Categoria de informações constantes do conjunto de dados geoespaciais:
Todas as previstas na ET-EDGV com exceção da vegetação. A vegetação constante neste arquivo não segue a ET-EDGV apresentando apenas as áreas com vegetação arbórea.
- Recursos utilizados por etapa:
Digitalização Matricial e Vetorização:
  Cartas topográficas e originais cartográficos;
Atualização (2):
  Imagens de sensores orbitais:
    Geocover série 2000 - LandSat 7 (Insumo Principal de atualização);
    LandSat 5; e
    Spot 4.
  Arquivos vetoriais (1):
    Sistema de tranportes: oriundos da base de dados de  órgãos federais, estaduais e municípais com incumbência de gerir informações sobre sistema de transportes;
    Limites: Extraídos do sítio do IBGE, CPRM, IBAMA, PCDL;
    Localidades: Extraídos do sítio do IBGE; e
    Outros insumos disponíveis.
Observações:  
(1) para maiores detalhes, verificar os metadados referentes à linhagem, outras informações podem ser obtidas junto ao órgão produtor consultando os metadados elaborados para cada feição constante do conjunto de dados geoespaciais. 
(2) Considerando os insumos utilizados e os objetivos específicos a atualização foi limitada apenas à algumas feições. Para maiores detalhes consultar a metodologia utilizada pelo órgão produtor a qual foi elaborada a partir do caderno de encargos relativos ao projeto."||{NULL}|100000|-60.50|-15.00|-60.00|-14.50|2º Centro de Geoinformação|32720||Especificação Técnica para Estruturação de Dados Geoespaciais Vetoriais|0
|70b1c6b4-69c6-11e0-a2b7-00270e07db9f|CARLOS ALBERTO PIRES DE CASTRO FILHO / ;|27/04/2011|1872|SD-21-X-B-II|RIO ÁGUA DA PACA - SD-21-X-B-II - 100.000|01/01/2011|publicacao|||SCN Carta Topografica Vetorial|"Conjunto de dados geoespaciais vetoriais na escala 1:100.000 elaborado a partir da base cartográfica analógica existente. A estrutura de dados utilizada foi a prevista na ET-EDGV v2.02 e geometrias adquiridas segundo a ET-ADGV v1.0.
- Categoria de informações constantes do conjunto de dados geoespaciais:
Todas as previstas na ET-EDGV com exceção da vegetação. A vegetação constante neste arquivo não segue a ET-EDGV apresentando apenas as áreas com vegetação arbórea.
- Recursos utilizados por etapa:
Digitalização Matricial e Vetorização:
  Cartas topográficas e originais cartográficos;
Atualização (2):
  Imagens de sensores orbitais:
    Geocover série 2000 - LandSat 7 (Insumo Principal de atualização);
    LandSat 5; e
    Spot 4.
  Arquivos vetoriais (1):
    Sistema de tranportes: oriundos da base de dados de  órgãos federais, estaduais e municípais com incumbência de gerir informações sobre sistema de transportes;
    Limites: Extraídos do sítio do IBGE, CPRM, IBAMA, PCDL;
    Localidades: Extraídos do sítio do IBGE; e
    Outros insumos disponíveis.
Observações:  
(1) para maiores detalhes, verificar os metadados referentes à linhagem, outras informações podem ser obtidas junto ao órgão produtor consultando os metadados elaborados para cada feição constante do conjunto de dados geoespaciais. 
(2) Considerando os insumos utilizados e os objetivos específicos a atualização foi limitada apenas à algumas feições. Para maiores detalhes consultar a metodologia utilizada pelo órgão produtor a qual foi elaborada a partir do caderno de encargos relativos ao projeto."||{NULL}|100000|-55.00|-12.50|-54.50|-12.00|2º Centro de Geoinformação|32721||Especificação Técnica para Estruturação de Dados Geoespaciais Vetoriais|0
|68afac42-69c6-11e0-9357-00270e07db9f|CARLOS ALBERTO PIRES DE CASTRO FILHO / ;|27/04/2011|1874|SD-22-V-A-I|RIO ÁLAMO - SD-22-V-A-I - 100.000|01/01/2011|publicacao|||SCN Carta Topografica Vetorial|"Conjunto de dados geoespaciais vetoriais na escala 1:100.000 elaborado a partir da base cartográfica analógica existente. A estrutura de dados utilizada foi a prevista na ET-EDGV v2.02 e geometrias adquiridas segundo a ET-ADGV v1.0.
- Categoria de informações constantes do conjunto de dados geoespaciais:
Todas as previstas na ET-EDGV com exceção da vegetação. A vegetação constante neste arquivo não segue a ET-EDGV apresentando apenas as áreas com vegetação arbórea.
- Recursos utilizados por etapa:
Digitalização Matricial e Vetorização:
  Cartas topográficas e originais cartográficos;
Atualização (2):
  Imagens de sensores orbitais:
    Geocover série 2000 - LandSat 7 (Insumo Principal de atualização);
    LandSat 5; e
    Spot 4.
  Arquivos vetoriais (1):
    Sistema de tranportes: oriundos da base de dados de  órgãos federais, estaduais e municípais com incumbência de gerir informações sobre sistema de transportes;
    Limites: Extraídos do sítio do IBGE, CPRM, IBAMA, PCDL;
    Localidades: Extraídos do sítio do IBGE; e
    Outros insumos disponíveis.
Observações:  
(1) para maiores detalhes, verificar os metadados referentes à linhagem, outras informações podem ser obtidas junto ao órgão produtor consultando os metadados elaborados para cada feição constante do conjunto de dados geoespaciais. 
(2) Considerando os insumos utilizados e os objetivos específicos a atualização foi limitada apenas à algumas feições. Para maiores detalhes consultar a metodologia utilizada pelo órgão produtor a qual foi elaborada a partir do caderno de encargos relativos ao projeto."||{NULL}|100000|-54.00|-12.50|-53.50|-12.00|2º Centro de Geoinformação|32722||Especificação Técnica para Estruturação de Dados Geoespaciais Vetoriais|0
|7150c818-69c6-11e0-ac04-00270e07db9f|CARLOS ALBERTO PIRES DE CASTRO FILHO / ;|27/04/2011|2019|SD-21-V-D-VI|RIO ALEGRE - SD-21-V-D-VI - 100.000|01/01/2011|publicacao|||SCN Carta Topografica Vetorial|"Conjunto de dados geoespaciais vetoriais na escala 1:100.000 elaborado a partir da base cartográfica analógica existente. A estrutura de dados utilizada foi a prevista na ET-EDGV v2.02 e geometrias adquiridas segundo a ET-ADGV v1.0.
- Categoria de informações constantes do conjunto de dados geoespaciais:
Todas as previstas na ET-EDGV com exceção da vegetação. A vegetação constante neste arquivo não segue a ET-EDGV apresentando apenas as áreas com vegetação arbórea.
- Recursos utilizados por etapa:
Digitalização Matricial e Vetorização:
  Cartas topográficas e originais cartográficos;
Atualização (2):
  Imagens de sensores orbitais:
    Geocover série 2000 - LandSat 7 (Insumo Principal de atualização);
    LandSat 5; e
    Spot 4.
  Arquivos vetoriais (1):
    Sistema de tranportes: oriundos da base de dados de  órgãos federais, estaduais e municípais com incumbência de gerir informações sobre sistema de transportes;
    Limites: Extraídos do sítio do IBGE, CPRM, IBAMA, PCDL;
    Localidades: Extraídos do sítio do IBGE; e
    Outros insumos disponíveis.
Observações:  
(1) para maiores detalhes, verificar os metadados referentes à linhagem, outras informações podem ser obtidas junto ao órgão produtor consultando os metadados elaborados para cada feição constante do conjunto de dados geoespaciais. 
(2) Considerando os insumos utilizados e os objetivos específicos a atualização foi limitada apenas à algumas feições. Para maiores detalhes consultar a metodologia utilizada pelo órgão produtor a qual foi elaborada a partir do caderno de encargos relativos ao projeto."||{NULL}|100000|-57.50|-14.00|-57.00|-13.50|2º Centro de Geoinformação|32721||Especificação Técnica para Estruturação de Dados Geoespaciais Vetoriais|0
|9f514f92-a334-11e0-9540-00270e07db9f|2º Centro de Geoinformação|01/01/2011|1185|SB-22-Z-D-I|RIO ANDORINHAS - SB-22-Z-D-I - 100.000|01/01/2007|criacao|||SCN Carta Topografica Vetorial|Conjunto de dados geoespaciais vetoriais na escala 1:100.000 elaborado a partir da base cartográfica analógica existente. A estrutura de dados inicialmente utilizada foi a prevista na Estrutura de Dados Vetoriais da Mapoteca Nacional Digital (MND 2005). Os dados foram convertidos para a ET-EDGV v2.1 em junho 2011. Conjunto auditado no Centro de Imagens e Informações Geográficas do Exército (CIGEx). Resultado da auditoria: Aceita com restrição - pelo menos 90% dos pontos dentro da tolerância exigida para cada um dos insumos, podendo ter erros de completude e topologia.|||100000|-49.50|-7.50|-49.00|-7.00|GEMPI Gestão Empresarial e Informática Ltda.|4326|||0
|6e75a32a-69c6-11e0-b173-00270e07db9f|CARLOS ALBERTO PIRES DE CASTRO FILHO / ;|27/04/2011|2021|SD-21-X-C-V|RIO ARINOS - SD-21-X-C-V - 100.000|01/01/2011|publicacao|||SCN Carta Topografica Vetorial|"Conjunto de dados geoespaciais vetoriais na escala 1:100.000 elaborado a partir da base cartográfica analógica existente. A estrutura de dados utilizada foi a prevista na ET-EDGV v2.02 e geometrias adquiridas segundo a ET-ADGV v1.0.
- Categoria de informações constantes do conjunto de dados geoespaciais:
Todas as previstas na ET-EDGV com exceção da vegetação. A vegetação constante neste arquivo não segue a ET-EDGV apresentando apenas as áreas com vegetação arbórea.
- Recursos utilizados por etapa:
Digitalização Matricial e Vetorização:
  Cartas topográficas e originais cartográficos;
Atualização (2):
  Imagens de sensores orbitais:
    Geocover série 2000 - LandSat 7 (Insumo Principal de atualização);
    LandSat 5; e
    Spot 4.
  Arquivos vetoriais (1):
    Sistema de tranportes: oriundos da base de dados de  órgãos federais, estaduais e municípais com incumbência de gerir informações sobre sistema de transportes;
    Limites: Extraídos do sítio do IBGE, CPRM, IBAMA, PCDL;
    Localidades: Extraídos do sítio do IBGE; e
    Outros insumos disponíveis.
Observações:  
(1) para maiores detalhes, verificar os metadados referentes à linhagem, outras informações podem ser obtidas junto ao órgão produtor consultando os metadados elaborados para cada feição constante do conjunto de dados geoespaciais. 
(2) Considerando os insumos utilizados e os objetivos específicos a atualização foi limitada apenas à algumas feições. Para maiores detalhes consultar a metodologia utilizada pelo órgão produtor a qual foi elaborada a partir do caderno de encargos relativos ao projeto."||{NULL}|100000|-56.50|-14.00|-56.00|-13.50|2º Centro de Geoinformação|32721||Especificação Técnica para Estruturação de Dados Geoespaciais Vetoriais|0
|63395b64-69c6-11e0-ba4e-00270e07db9f|CARLOS ALBERTO PIRES DE CASTRO FILHO / ;|27/04/2011|1700|SC-22-Y-A-V|RIO AUAIA-MIÇU - SC-22-Y-A-V - 100.000|01/01/2011|publicacao|||SCN Carta Topografica Vetorial|"Conjunto de dados geoespaciais vetoriais na escala 1:100.000 elaborado a partir da base cartográfica analógica existente. A estrutura de dados utilizada foi a prevista na ET-EDGV v2.02 e geometrias adquiridas segundo a ET-ADGV v1.0.
- Categoria de informações constantes do conjunto de dados geoespaciais:
Todas as previstas na ET-EDGV com exceção da vegetação. A vegetação constante neste arquivo não segue a ET-EDGV apresentando apenas as áreas com vegetação arbórea.
- Recursos utilizados por etapa:
Digitalização Matricial e Vetorização:
  Cartas topográficas e originais cartográficos;
Atualização (2):
  Imagens de sensores orbitais:
    Geocover série 2000 - LandSat 7 (Insumo Principal de atualização);
    LandSat 5; e
    Spot 4.
  Arquivos vetoriais (1):
    Sistema de tranportes: oriundos da base de dados de  órgãos federais, estaduais e municípais com incumbência de gerir informações sobre sistema de transportes;
    Limites: Extraídos do sítio do IBGE, CPRM, IBAMA, PCDL;
    Localidades: Extraídos do sítio do IBGE; e
    Outros insumos disponíveis.
Observações:  
(1) para maiores detalhes, verificar os metadados referentes à linhagem, outras informações podem ser obtidas junto ao órgão produtor consultando os metadados elaborados para cada feição constante do conjunto de dados geoespaciais. 
(2) Considerando os insumos utilizados e os objetivos específicos a atualização foi limitada apenas à algumas feições. Para maiores detalhes consultar a metodologia utilizada pelo órgão produtor a qual foi elaborada a partir do caderno de encargos relativos ao projeto."||{NULL}|100000|-53.50|-11.00|-53.00|-10.50|2º Centro de Geoinformação|32722||Especificação Técnica para Estruturação de Dados Geoespaciais Vetoriais|0
|6f6405c4-69c6-11e0-8912-00270e07db9f|CARLOS ALBERTO PIRES DE CASTRO FILHO / ;|27/04/2011|2150|SD-21-Y-D-I|RIO BRANCO - SD-21-Y-D-I - 100.000|01/01/2011|publicacao|||SCN Carta Topografica Vetorial|"Conjunto de dados geoespaciais vetoriais na escala 1:100.000 elaborado a partir da base cartográfica analógica existente. A estrutura de dados utilizada foi a prevista na ET-EDGV v2.02 e geometrias adquiridas segundo a ET-ADGV v1.0.
- Categoria de informações constantes do conjunto de dados geoespaciais:
Todas as previstas na ET-EDGV com exceção da vegetação. A vegetação constante neste arquivo não segue a ET-EDGV apresentando apenas as áreas com vegetação arbórea.
- Recursos utilizados por etapa:
Digitalização Matricial e Vetorização:
  Cartas topográficas e originais cartográficos;
Atualização (2):
  Imagens de sensores orbitais:
    Geocover série 2000 - LandSat 7 (Insumo Principal de atualização);
    LandSat 5; e
    Spot 4.
  Arquivos vetoriais (1):
    Sistema de tranportes: oriundos da base de dados de  órgãos federais, estaduais e municípais com incumbência de gerir informações sobre sistema de transportes;
    Limites: Extraídos do sítio do IBGE, CPRM, IBAMA, PCDL;
    Localidades: Extraídos do sítio do IBGE; e
    Outros insumos disponíveis.
Observações:  
(1) para maiores detalhes, verificar os metadados referentes à linhagem, outras informações podem ser obtidas junto ao órgão produtor consultando os metadados elaborados para cada feição constante do conjunto de dados geoespaciais. 
(2) Considerando os insumos utilizados e os objetivos específicos a atualização foi limitada apenas à algumas feições. Para maiores detalhes consultar a metodologia utilizada pelo órgão produtor a qual foi elaborada a partir do caderno de encargos relativos ao projeto."||{NULL}|100000|-58.50|-15.50|-58.00|-15.00|2º Centro de Geoinformação|32721||Especificação Técnica para Estruturação de Dados Geoespaciais Vetoriais|0
|bde3dad0-6798-ba1f-7633-f5889b5934af|2º Centro de Geoinformação|02/09/2020|2658|SF-21-X-D-V|RIO BRILHANTE - SF-21-X-D-V - 100.000|02/09/2020|criacao||2020-09-02|SCN Carta Topografica Vetorial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.|||100000|-55.000|-22.000|-54.500|-21.500|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||0
|623b31d8-69c6-11e0-9ee9-00270e07db9f|CARLOS ALBERTO PIRES DE CASTRO FILHO / 21901/D-DF;|27/04/2011|1863|SD-21-V-A-II|RIO CAMARARÉ - SD-21-V-A-II - 100000|01/01/2011|publicacao|1ª Edição|2011-01-01|SCN Carta Topografica Vetorial|"Conjunto de dados geoespaciais vetoriais na escala 1:100.000 elaborado a partir da base cartográfica analógica existente. A estrutura de dados utilizada foi a prevista na ET-EDGV v2.02 e geometrias adquiridas segundo a ET-ADGV v1.0.
- Categoria de informações constantes do conjunto de dados geoespaciais:
Todas as previstas na ET-EDGV com exceção da vegetação. A vegetação constante neste arquivo não segue a ET-EDGV apresentando apenas as áreas com vegetação arbórea.
- Recursos utilizados por etapa:
Digitalização Matricial e Vetorização:
  Cartas topográficas e originais cartográficos;
Atualização (2):
  Imagens de sensores orbitais:
    Geocover série 2000 - LandSat 7 (Insumo Principal de atualização);
    LandSat 5; e
    Spot 4.
  Arquivos vetoriais (1):
    Sistema de tranportes: oriundos da base de dados de  órgãos federais, estaduais e municípais com incumbência de gerir informações sobre sistema de transportes;
    Limites: Extraídos do sítio do IBGE, CPRM, IBAMA, PCDL;
    Localidades: Extraídos do sítio do IBGE; e
    Outros insumos disponíveis.
Observações:  
(1) para maiores detalhes, verificar os metadados referentes à linhagem, outras informações podem ser obtidas junto ao órgão produtor consultando os metadados elaborados para cada feição constante do conjunto de dados geoespaciais. 
(2) Considerando os insumos utilizados e os objetivos específicos a atualização foi limitada apenas à algumas feições. Para maiores detalhes consultar a metodologia utilizada pelo órgão produtor a qual foi elaborada a partir do caderno de encargos relativos ao projeto."|||100000|-59.50|-12.50|-59.00|-12.00|2º Centro de Geoinformação|4326||Especificação Técnica para Estruturação de Dados Geoespaciais Vetoriais|0
|6398aa92-69c6-11e0-9657-00270e07db9f|CARLOS ALBERTO PIRES DE CASTRO FILHO / ;|27/04/2011|2156|SD-21-Z-D-I|RIO CASCA - SD-21-Z-D-I - 100.000|01/01/2011|publicacao|||SCN Carta Topografica Vetorial|"Conjunto de dados geoespaciais vetoriais na escala 1:100.000 elaborado a partir da base cartográfica analógica existente. A estrutura de dados utilizada foi a prevista na ET-EDGV v2.02 e geometrias adquiridas segundo a ET-ADGV v1.0.
- Categoria de informações constantes do conjunto de dados geoespaciais:
Todas as previstas na ET-EDGV com exceção da vegetação. A vegetação constante neste arquivo não segue a ET-EDGV apresentando apenas as áreas com vegetação arbórea.
- Recursos utilizados por etapa:
Digitalização Matricial e Vetorização:
  Cartas topográficas e originais cartográficos;
Atualização (2):
  Imagens de sensores orbitais:
    Geocover série 2000 - LandSat 7 (Insumo Principal de atualização);
    LandSat 5; e
    Spot 4.
  Arquivos vetoriais (1):
    Sistema de tranportes: oriundos da base de dados de  órgãos federais, estaduais e municípais com incumbência de gerir informações sobre sistema de transportes;
    Limites: Extraídos do sítio do IBGE, CPRM, IBAMA, PCDL;
    Localidades: Extraídos do sítio do IBGE; e
    Outros insumos disponíveis.
Observações:  
(1) para maiores detalhes, verificar os metadados referentes à linhagem, outras informações podem ser obtidas junto ao órgão produtor consultando os metadados elaborados para cada feição constante do conjunto de dados geoespaciais. 
(2) Considerando os insumos utilizados e os objetivos específicos a atualização foi limitada apenas à algumas feições. Para maiores detalhes consultar a metodologia utilizada pelo órgão produtor a qual foi elaborada a partir do caderno de encargos relativos ao projeto."||{NULL}|100000|-55.50|-15.50|-55.00|-15.00|2º Centro de Geoinformação|32721||Especificação Técnica para Estruturação de Dados Geoespaciais Vetoriais|0
|7ac38b60-69c6-11e0-afad-00270e07db9f|CARLOS ALBERTO PIRES DE CASTRO FILHO / ;|27/04/2011|2020|SD-21-X-C-IV|RIO CLARO - SD-21-X-C-IV - 100.000|01/01/2011|publicacao|||SCN Carta Topografica Vetorial|"Conjunto de dados geoespaciais vetoriais na escala 1:100.000 elaborado a partir da base cartográfica analógica existente. A estrutura de dados utilizada foi a prevista na ET-EDGV v2.02 e geometrias adquiridas segundo a ET-ADGV v1.0.
- Categoria de informações constantes do conjunto de dados geoespaciais:
Todas as previstas na ET-EDGV com exceção da vegetação. A vegetação constante neste arquivo não segue a ET-EDGV apresentando apenas as áreas com vegetação arbórea.
- Recursos utilizados por etapa:
Digitalização Matricial e Vetorização:
  Cartas topográficas e originais cartográficos;
Atualização (2):
  Imagens de sensores orbitais:
    Geocover série 2000 - LandSat 7 (Insumo Principal de atualização);
    LandSat 5; e
    Spot 4.
  Arquivos vetoriais (1):
    Sistema de tranportes: oriundos da base de dados de  órgãos federais, estaduais e municípais com incumbência de gerir informações sobre sistema de transportes;
    Limites: Extraídos do sítio do IBGE, CPRM, IBAMA, PCDL;
    Localidades: Extraídos do sítio do IBGE; e
    Outros insumos disponíveis.
Observações:  
(1) para maiores detalhes, verificar os metadados referentes à linhagem, outras informações podem ser obtidas junto ao órgão produtor consultando os metadados elaborados para cada feição constante do conjunto de dados geoespaciais. 
(2) Considerando os insumos utilizados e os objetivos específicos a atualização foi limitada apenas à algumas feições. Para maiores detalhes consultar a metodologia utilizada pelo órgão produtor a qual foi elaborada a partir do caderno de encargos relativos ao projeto."||{NULL}|100000|-57.00|-14.00|-56.50|-13.50|2º Centro de Geoinformação|32721||Especificação Técnica para Estruturação de Dados Geoespaciais Vetoriais|0
|76680ffa-69c6-11e0-83c1-00270e07db9f|CARLOS ALBERTO PIRES DE CASTRO FILHO / ;|27/04/2011|2075|SD-22-Y-B-III|RIO CRISTALINO - SD-22-Y-B-III - 100.000|01/01/2011|publicacao|||SCN Carta Topografica Vetorial|"Conjunto de dados geoespaciais vetoriais na escala 1:100.000 elaborado a partir da base cartográfica analógica existente. A estrutura de dados utilizada foi a prevista na ET-EDGV v2.02 e geometrias adquiridas segundo a ET-ADGV v1.0.
- Categoria de informações constantes do conjunto de dados geoespaciais:
Todas as previstas na ET-EDGV com exceção da vegetação. A vegetação constante neste arquivo não segue a ET-EDGV apresentando apenas as áreas com vegetação arbórea.
- Recursos utilizados por etapa:
Digitalização Matricial e Vetorização:
  Cartas topográficas e originais cartográficos;
Atualização (2):
  Imagens de sensores orbitais:
    Geocover série 2000 - LandSat 7 (Insumo Principal de atualização);
    LandSat 5; e
    Spot 4.
  Arquivos vetoriais (1):
    Sistema de tranportes: oriundos da base de dados de  órgãos federais, estaduais e municípais com incumbência de gerir informações sobre sistema de transportes;
    Limites: Extraídos do sítio do IBGE, CPRM, IBAMA, PCDL;
    Localidades: Extraídos do sítio do IBGE; e
    Outros insumos disponíveis.
Observações:  
(1) para maiores detalhes, verificar os metadados referentes à linhagem, outras informações podem ser obtidas junto ao órgão produtor consultando os metadados elaborados para cada feição constante do conjunto de dados geoespaciais. 
(2) Considerando os insumos utilizados e os objetivos específicos a atualização foi limitada apenas à algumas feições. Para maiores detalhes consultar a metodologia utilizada pelo órgão produtor a qual foi elaborada a partir do caderno de encargos relativos ao projeto."||{NULL}|100000|-51.50|-14.50|-51.00|-14.00|2º Centro de Geoinformação|32722||Especificação Técnica para Estruturação de Dados Geoespaciais Vetoriais|0
|9b094f16-a334-11e0-bc7c-00270e07db9f|2º Centro de Geoinformação|01/01/2011|1775|SC-23-Y-C-III|RIO DA CONCEICAO - SC-23-Y-C-III - 100.000|01/01/2007|criacao|||SCN Carta Topografica Vetorial|Conjunto de dados geoespaciais vetoriais na escala 1:100.000 elaborado a partir da base cartográfica analógica existente. A estrutura de dados inicialmente utilizada foi a prevista na Estrutura de Dados Vetoriais da Mapoteca Nacional Digital (MND 2005). Os dados foram convertidos para a ET-EDGV v2.1 em junho 2011. Conjunto auditado no Centro de Imagens e Informações Geográficas do Exército (CIGEx). Resultado da auditoria: Aceita com restrição - pelo menos 90% dos pontos dentro da tolerância exigida para cada um dos insumos, podendo ter erros de completude e topologia.|||100000|-47.00|-11.50|-46.50|-11.00|GEMPI Gestão Empresarial e Informática Ltda.|4326|||0
|7757879c-69c6-11e0-8cf0-00270e07db9f|CARLOS ALBERTO PIRES DE CASTRO FILHO / ;|27/04/2011|1931|SD-22-V-B-IV|RIO DARRO OU FEIO - SD-22-V-B-IV - 100.000|01/01/2011|publicacao|||SCN Carta Topografica Vetorial|"Conjunto de dados geoespaciais vetoriais na escala 1:100.000 elaborado a partir da base cartográfica analógica existente. A estrutura de dados utilizada foi a prevista na ET-EDGV v2.02 e geometrias adquiridas segundo a ET-ADGV v1.0.
- Categoria de informações constantes do conjunto de dados geoespaciais:
Todas as previstas na ET-EDGV com exceção da vegetação. A vegetação constante neste arquivo não segue a ET-EDGV apresentando apenas as áreas com vegetação arbórea.
- Recursos utilizados por etapa:
Digitalização Matricial e Vetorização:
  Cartas topográficas e originais cartográficos;
Atualização (2):
  Imagens de sensores orbitais:
    Geocover série 2000 - LandSat 7 (Insumo Principal de atualização);
    LandSat 5; e
    Spot 4.
  Arquivos vetoriais (1):
    Sistema de tranportes: oriundos da base de dados de  órgãos federais, estaduais e municípais com incumbência de gerir informações sobre sistema de transportes;
    Limites: Extraídos do sítio do IBGE, CPRM, IBAMA, PCDL;
    Localidades: Extraídos do sítio do IBGE; e
    Outros insumos disponíveis.
Observações:  
(1) para maiores detalhes, verificar os metadados referentes à linhagem, outras informações podem ser obtidas junto ao órgão produtor consultando os metadados elaborados para cada feição constante do conjunto de dados geoespaciais. 
(2) Considerando os insumos utilizados e os objetivos específicos a atualização foi limitada apenas à algumas feições. Para maiores detalhes consultar a metodologia utilizada pelo órgão produtor a qual foi elaborada a partir do caderno de encargos relativos ao projeto."||{NULL}|100000|-52.50|-13.00|-52.00|-12.50|2º Centro de Geoinformação|32722||Especificação Técnica para Estruturação de Dados Geoespaciais Vetoriais|0
|9e72a922-a334-11e0-80c6-00270e07db9f|2º Centro de Geoinformação|01/01/2011|1349|SC-23-V-B-I|RIO DAS BALSAS - SC-23-V-B-I - 100.000|01/01/2007|criacao|||SCN Carta Topografica Vetorial|Conjunto de dados geoespaciais vetoriais na escala 1:100.000 elaborado a partir da base cartográfica analógica existente. A estrutura de dados inicialmente utilizada foi a prevista na Estrutura de Dados Vetoriais da Mapoteca Nacional Digital (MND 2005). Os dados foram convertidos para a ET-EDGV v2.1 em junho 2011.|||100000|-46.50|-8.50|-46.00|-8.00|GEMPI Gestão Empresarial e Informática Ltda.|4326|||0
|9a2afeaa-a334-11e0-ae51-00270e07db9f|2º Centro de Geoinformação|01/01/2011|1265|SB-22-Z-D-V|RIO DAS CUNHAS - SB-22-Z-D-V - 100.000|01/01/2007|criacao|||SCN Carta Topografica Vetorial|Conjunto de dados geoespaciais vetoriais na escala 1:100.000 elaborado a partir da base cartográfica analógica existente. A estrutura de dados inicialmente utilizada foi a prevista na Estrutura de Dados Vetoriais da Mapoteca Nacional Digital (MND 2005). Os dados foram convertidos para a ET-EDGV v2.1 em junho 2011. Conjunto auditado no Centro de Imagens e Informações Geográficas do Exército (CIGEx). Resultado da auditoria: Aceita com restrição - pelo menos 90% dos pontos dentro da tolerância exigida para cada um dos insumos, podendo ter erros de completude e topologia.|||100000|-49.00|-8.00|-48.50|-7.50|GEMPI Gestão Empresarial e Informática Ltda.|4326|||0
|6bba43c0-69c6-11e0-84bd-00270e07db9f|CARLOS ALBERTO PIRES DE CASTRO FILHO / ;|27/04/2011|1984|SD-22-V-D-III|RIO DAS MORTES - SD-22-V-D-III - 100.000|01/01/2011|publicacao|||SCN Carta Topografica Vetorial|"Conjunto de dados geoespaciais vetoriais na escala 1:100.000 elaborado a partir da base cartográfica analógica existente. A estrutura de dados utilizada foi a prevista na ET-EDGV v2.02 e geometrias adquiridas segundo a ET-ADGV v1.0.
- Categoria de informações constantes do conjunto de dados geoespaciais:
Todas as previstas na ET-EDGV com exceção da vegetação. A vegetação constante neste arquivo não segue a ET-EDGV apresentando apenas as áreas com vegetação arbórea.
- Recursos utilizados por etapa:
Digitalização Matricial e Vetorização:
  Cartas topográficas e originais cartográficos;
Atualização (2):
  Imagens de sensores orbitais:
    Geocover série 2000 - LandSat 7 (Insumo Principal de atualização);
    LandSat 5; e
    Spot 4.
  Arquivos vetoriais (1):
    Sistema de tranportes: oriundos da base de dados de  órgãos federais, estaduais e municípais com incumbência de gerir informações sobre sistema de transportes;
    Limites: Extraídos do sítio do IBGE, CPRM, IBAMA, PCDL;
    Localidades: Extraídos do sítio do IBGE; e
    Outros insumos disponíveis.
Observações:  
(1) para maiores detalhes, verificar os metadados referentes à linhagem, outras informações podem ser obtidas junto ao órgão produtor consultando os metadados elaborados para cada feição constante do conjunto de dados geoespaciais. 
(2) Considerando os insumos utilizados e os objetivos específicos a atualização foi limitada apenas à algumas feições. Para maiores detalhes consultar a metodologia utilizada pelo órgão produtor a qual foi elaborada a partir do caderno de encargos relativos ao projeto."||{NULL}|100000|-51.50|-13.50|-51.00|-13.00|2º Centro de Geoinformação|32722||Especificação Técnica para Estruturação de Dados Geoespaciais Vetoriais|0
